Utility,Facility Name,Location,KM/MFM/ MV Panel Ref#,Meter Reading Date,Meter Reading,Consumption Month,Consumption,Previous Date,Previous Reading,
Electricity,ECCH Lot #2 - Tenant Area,"3A3/3, 47c Zanon Circle",193240,8/24/2024,"79,078",Aug-24,10070,7/24/2024,69008,
Electricity,ECCH Lot #2 - Tenant Area,"3A3/4, 47d Zanon Circle",193241,8/24/2024,"68,155",Aug-24,5641,7/24/2024,62514,
Electricity,ECCH Lot #2 - Tenant Area,"3A4/1, 45b Zanon Circle",193243,8/24/2024,"39,598",Aug-24,5910,7/24/2024,33688,
Electricity,ECCH Lot #2 - Tenant Area,"3A4/2, 45a Zanon Circle",193244,8/24/2024,"61,657",Aug-24,7466,7/24/2024,54191,
Electricity,ECCH Lot #2 - Tenant Area,"3A4/3, 45d Zanon Circle",193245,8/24/2024,"64,088",Aug-24,9563,7/24/2024,54525,
Electricity,ECCH Lot #2 - Tenant Area,"3A4/4, 45c Zanon Circle",193246,8/24/2024,"53,699",Aug-24,6334,7/24/2024,47365,
Electricity,ECCH Lot #2 - Tenant Area,"3A5/1, 3b Arfaj Court",193233,8/24/2024,"52,720",Aug-24,7125,7/24/2024,45595,
Electricity,ECCH Lot #2 - Tenant Area,"3A5/2, 3a Arfaj Court",193234,8/24/2024,"53,642",Aug-24,5678,7/24/2024,47964,
Electricity,ECCH Lot #2 - Tenant Area,"3A5/3, 3d Arfaj Court",193235,8/24/2024,"54,351",Aug-24,7017,7/24/2024,47334,
Electricity,ECCH Lot #2 - Tenant Area,"3A5/4, 3c Arfaj Court",193236,8/24/2024,"82,350",Aug-24,9002,7/24/2024,73348,
Electricity,ECCH Lot #2 - Tenant Area,"3A6/1, 2b Arfaj Court",193228,8/24/2024,"76,033",Aug-24,7826,7/24/2024,68207,
Electricity,ECCH Lot #2 - Tenant Area,"3A6/2, 2a Arfaj Court",193229,8/24/2024,"46,330",Aug-24,5660,7/24/2024,40670,
Electricity,ECCH Lot #2 - Tenant Area,"3A6/3, 2d Arfaj Court",193230,8/24/2024,"56,553",Aug-24,6196,7/24/2024,50357,
Electricity,ECCH Lot #2 - Tenant Area,"3A6/4, 2c Arfaj Court",193231,8/24/2024,"53,408",Aug-24,6413,7/24/2024,46995,
Electricity,ECCH Lot #2 - Tenant Area,"3A7/1, 1b Arfaj Court",193223,8/24/2024,"70,725",Aug-24,7297,7/24/2024,63428,
Electricity,ECCH Lot #2 - Tenant Area,"3A7/2, 1a Arfaj Court",193224,8/24/2024,"57,274",Aug-24,6144,7/24/2024,51130,
Electricity,ECCH Lot #2 - Tenant Area,"3A7/3, 1d Arfaj Court",193225,8/24/2024,"78,939",Aug-24,7747,7/24/2024,71192,
Electricity,ECCH Lot #2 - Tenant Area,"3A7/4, 1c Arfaj Court",193226,8/24/2024,"74,424",Aug-24,7958,7/24/2024,66466,
Electricity,ECCH Lot #2 - Tenant Area,"3A8/1, 43b Zanon Circle",193258,8/24/2024,"34,756",Aug-24,6915,7/24/2024,27841,
Electricity,ECCH Lot #2 - Tenant Area,"3A8/2, 43a Zanon Circle",193259,8/24/2024,"76,073",Aug-24,8421,7/24/2024,67652,
Electricity,ECCH Lot #2 - Tenant Area,"3A8/3, 43d Zanon Circle",193260,8/24/2024,"72,288",Aug-24,6872,7/24/2024,65416,
Electricity,ECCH Lot #2 - Tenant Area,"3A8/4, 43c Zanon Circle",193261,8/24/2024,"88,511",Aug-24,9268,7/24/2024,79243,
Electricity,ECCH Lot #2 - Tenant Area,"3A9/1, 41b Zanon Circle",193253,8/24/2024,"79,747",Aug-24,9955,7/24/2024,69792,
Electricity,ECCH Lot #2 - Tenant Area,"3A9/2, 41a Zanon Circle",193254,8/24/2024,"70,595",Aug-24,7241,7/24/2024,63354,
Electricity,ECCH Lot #2 - Tenant Area,"3A9/3, 41d Zanon Circle",193255,8/24/2024,"34,365",Aug-24,3395,7/24/2024,30970,
Electricity,ECCH Lot #2 - Tenant Area,"3A9/4, 41c Zanon Circle",193256,8/24/2024,"28,525",Aug-24,1717,7/24/2024,26808,
Electricity,ECCH Lot #2 - Tenant Area,"3D1, 2a  Zanon Circle",193512,8/24/2024,"98,159",Aug-24,9184,7/24/2024,88975,
Electricity,ECCH Lot #2 - Tenant Area,"3D10, 10b Zanon Circle",193559,8/24/2024,"66,874",Aug-24,8137,7/24/2024,58737,
Electricity,ECCH Lot #2 - Tenant Area,"3D11, 12a Zanon Circle",193558,8/24/2024,"82,193",Aug-24,6084,7/24/2024,76109,
Electricity,ECCH Lot #2 - Tenant Area,"3D12, 12b Zanon Circle",193551,8/24/2024,"106,606",Aug-24,12454,7/24/2024,94152,
Electricity,ECCH Lot #2 - Tenant Area,"3D13, 14a Zanon Circle",193555,8/24/2024,"104,846",Aug-24,10651,7/24/2024,94195,
Electricity,ECCH Lot #2 - Tenant Area,"3D14, 14b Zanon Circle",193554,8/24/2024,"107,571",Aug-24,9117,7/24/2024,98454,
Electricity,ECCH Lot #2 - Tenant Area,"3D15, 16a Zanon Circle",193553,8/24/2024,"92,205",Aug-24,9563,7/24/2024,82642,
Electricity,ECCH Lot #2 - Tenant Area,"3D16, 16b Zanon Circle",193552,8/24/2024,"70,020",Aug-24,7708,7/24/2024,62312,
Electricity,ECCH Lot #2 - Tenant Area,"3D17, 18a Zanon Circle",193500,8/24/2024,"129,560",Aug-24,10169,7/24/2024,119391,
Electricity,ECCH Lot #2 - Tenant Area,"3D18, 18b Zanon Circle",193479,8/24/2024,"81,254",Aug-24,5827,7/24/2024,75427,
Electricity,ECCH Lot #2 - Tenant Area,"3D19, 20a Zanon Circle",193478,8/24/2024,"98,303",Aug-24,10875,7/24/2024,87428,
Electricity,ECCH Lot #2 - Tenant Area,"3D2, 2b Zanon Circle",193511,8/24/2024,"108,753",Aug-24,10061,7/24/2024,98692,
Electricity,ECCH Lot #2 - Tenant Area,"3D20, 20b Zanon Circle",193477,8/24/2024,"88,954",Aug-24,9088,7/24/2024,79866,
Electricity,ECCH Lot #2 - Tenant Area,"3D21, 22a Zanon Circle",193481,8/24/2024,"85,062",Aug-24,7660,7/24/2024,77402,
Electricity,ECCH Lot #2 - Tenant Area,"3D22, 22b Zanon Circle",193480,8/24/2024,"92,159",Aug-24,8208,7/24/2024,83951,
Electricity,ECCH Lot #2 - Tenant Area,"3D23, 24a Zanon Circle",193508,8/24/2024,"117,705",Aug-24,13844,7/24/2024,103861,
Electricity,ECCH Lot #2 - Tenant Area,"3D24, 24b Zanon Circle",193507,8/24/2024,"104,828",Aug-24,10975,7/24/2024,93853,
Electricity,ECCH Lot #2 - Tenant Area,"3D25, 26a Zanon Circle",193506,8/24/2024,"124,193",Aug-24,15023,7/24/2024,109170,
Electricity,ECCH Lot #2 - Tenant Area,"3D26, 26b Zanon Circle",193505,8/24/2024,"143,530",Aug-24,14162,7/24/2024,129368,
Electricity,ECCH Lot #2 - Tenant Area,"3D27, 28a Zanon Circle",193438,8/24/2024,"102,328",Aug-24,12158,7/24/2024,90170,
Electricity,ECCH Lot #2 - Tenant Area,"3D28, 28b Zanon Circle",193437,8/24/2024,"100,418",Aug-24,11252,7/24/2024,89166,
Electricity,ECCH Lot #2 - Tenant Area,"3D29, 30a Zanon Circle",193436,8/24/2024,"127,597",Aug-24,13973,7/24/2024,113624,
Electricity,ECCH Lot #2 - Tenant Area,"3D3, 4a Zanon Circle",193514,8/24/2024,"71,406",Aug-24,9353,7/24/2024,62053,
Electricity,ECCH Lot #2 - Tenant Area,"3D30, 30b Zanon Circle",193435,8/24/2024,"105,024",Aug-24,9095,7/24/2024,95929,
Electricity,ECCH Lot #2 - Tenant Area,"3D31, 32a Zanon Circle",193439,8/24/2024,"108,179",Aug-24,15218,7/24/2024,92961,
Electricity,ECCH Lot #2 - Tenant Area,"3D32, 32b Zanon Circle",193440,8/24/2024,"94,077",Aug-24,11585,7/24/2024,82492,
Electricity,ECCH Lot #2 - Tenant Area,"3D33, 34a Zanon Circle",193389,8/24/2024,"104,613",Aug-24,12832,7/24/2024,91781,
Electricity,ECCH Lot #2 - Tenant Area,"3D34, 34b Zanon Circle",193452,8/24/2024,"108,056",Aug-24,12471,7/24/2024,95585,
Electricity,ECCH Lot #2 - Tenant Area,"3D35, 36a Zanon Circle",193451,8/24/2024,"98,883",Aug-24,11278,7/24/2024,87605,
Electricity,ECCH Lot #2 - Tenant Area,"3D36, 36b Zanon Circle",193450,8/24/2024,"92,023",Aug-24,9792,7/24/2024,82231,
Electricity,ECCH Lot #2 - Tenant Area,"3D37, 38a Zanon Circle",193454,8/24/2024,"113,387",Aug-24,13513,7/24/2024,99874,
Electricity,ECCH Lot #2 - Tenant Area,"3D38, 38b Zanon Circle",193453,8/24/2024,"110,311",Aug-24,13690,7/24/2024,96621,
Electricity,ECCH Lot #2 - Tenant Area,"3D39, 5a Degeiga Court",193472,8/24/2024,"100,445",Aug-24,10650,7/24/2024,89795,
Electricity,ECCH Lot #2 - Tenant Area,"3D4, 4b Zanon Circle",193513,8/24/2024,"75,317",Aug-24,6927,7/24/2024,68390,
Electricity,ECCH Lot #2 - Tenant Area,"3D40, 5b Degeiga Court",193471,8/24/2024,"104,933",Aug-24,12829,7/24/2024,92104,
Electricity,ECCH Lot #2 - Tenant Area,"3D41, 4a Degeiga Court",193475,8/24/2024,"134,601",Aug-24,13821,7/24/2024,120780,
Electricity,ECCH Lot #2 - Tenant Area,"3D42, 4b Degeiga Court",193474,8/24/2024,"91,206",Aug-24,13407,7/24/2024,77799,
Electricity,ECCH Lot #2 - Tenant Area,"3D43, 3a Degeiga Court",193504,8/24/2024,"95,729",Aug-24,10527,7/24/2024,85202,
Electricity,ECCH Lot #2 - Tenant Area,"3D44, 3b Degeiga Court",193503,8/24/2024,"92,915",Aug-24,12703,7/24/2024,80212,
Electricity,ECCH Lot #2 - Tenant Area,"3D45, 2a  Degeiga Court",193499,8/24/2024,"124,375",Aug-24,15331,7/24/2024,109044,
Electricity,ECCH Lot #2 - Tenant Area,"3D46, 2b Degeiga Court",193498,8/24/2024,"57,683",Aug-24,5640,7/24/2024,52043,
Electricity,ECCH Lot #2 - Tenant Area,"3D47, 1a Degeiga Court",193497,8/24/2024,"92,406",Aug-24,9366,7/24/2024,83040,
Electricity,ECCH Lot #2 - Tenant Area,"3D48, 1b Degeiga Court",193496,8/24/2024,"103,479",Aug-24,13386,7/24/2024,90093,
Electricity,ECCH Lot #2 - Tenant Area,"3D49, 17a Khatma Court",193486,8/24/2024,"94,801",Aug-24,9784,7/24/2024,85017,
Electricity,ECCH Lot #2 - Tenant Area,"3D5, 6a Zanon Circle",193563,8/24/2024,"98,811",Aug-24,11914,7/24/2024,86897,
Electricity,ECCH Lot #2 - Tenant Area,"3D50, 17b Khatma Court",193485,8/24/2024,"80,012",Aug-24,8505,7/24/2024,71507,
Electricity,ECCH Lot #2 - Tenant Area,"3D51, 16a Khatma Court",193484,8/24/2024,"49,003",Aug-24,3979,7/24/2024,45024,
Electricity,ECCH Lot #2 - Tenant Area,"3D52, 16b Khatma Court",193483,8/24/2024,"75,865",Aug-24,8437,7/24/2024,67428,
Electricity,ECCH Lot #2 - Tenant Area,"3D53, 15a Khatma Court",193482,8/24/2024,"62,829",Aug-24,7546,7/24/2024,55283,
Electricity,ECCH Lot #2 - Tenant Area,"3D54, 15b Khatma Court",193463,8/24/2024,"82,027",Aug-24,8582,7/24/2024,73445,
Electricity,ECCH Lot #2 - Tenant Area,"3D55, 14a Khatma Court",193562,8/24/2024,"78,490",Aug-24,8064,7/24/2024,70426,
Electricity,ECCH Lot #2 - Tenant Area,"3D56, 14b Khatma Court",193561,8/24/2024,"88,091",Aug-24,10773,7/24/2024,77318,
Electricity,ECCH Lot #2 - Tenant Area,"3D57, 13a Khatma Court",193466,8/24/2024,"80,570",Aug-24,10155,7/24/2024,70415,
Electricity,ECCH Lot #2 - Tenant Area,"3D58, 13b Khatma Court",193465,8/24/2024,"99,044",Aug-24,9227,7/24/2024,89817,
Electricity,ECCH Lot #2 - Tenant Area,"3D59, 25a Zanon Circle",193570,8/24/2024,"82,503",Aug-24,9146,7/24/2024,73357,
Electricity,ECCH Lot #2 - Tenant Area,"3D6, 6b Zanon Circle",193564,8/24/2024,"87,609",Aug-24,8963,7/24/2024,78646,
Electricity,ECCH Lot #2 - Tenant Area,"3D60, 25b Zanon Circle",193569,8/24/2024,"111,328",Aug-24,10783,7/24/2024,100545,
Electricity,ECCH Lot #2 - Tenant Area,"3D61, 3b Khreit Court",193605,8/24/2024,"464,447",Aug-24,12254,7/24/2024,452193,
Electricity,ECCH Lot #2 - Tenant Area,"3D62, 3a Khreit Court",193606,8/24/2024,"89,585",Aug-24,7700,7/24/2024,81885,
Electricity,ECCH Lot #2 - Tenant Area,"3D63, 4b Khreit Court",193594,8/24/2024,"92,809",Aug-24,9191,7/24/2024,83618,
Electricity,ECCH Lot #2 - Tenant Area,"3D64, 4a Khreit Court",193595,8/24/2024,"99,010",Aug-24,9598,7/24/2024,89412,
Electricity,ECCH Lot #2 - Tenant Area,"3D7, 8a Zanon Circle",193557,8/24/2024,"100,752",Aug-24,9585,7/24/2024,91167,
Electricity,ECCH Lot #2 - Tenant Area,"3D8, 8b Zanon Circle",193556,8/24/2024,"69,785",Aug-24,6135,7/24/2024,63650,
Electricity,ECCH Lot #2 - Tenant Area,"3D9, 10a Zanon Circle",193560,8/24/2024,"65,302",Aug-24,6353,7/24/2024,58949,
Electricity,ECCH Lot #2 - Tenant Area,"V1A1, 4 Khatma Court",193470,8/24/2024,"142,037",Aug-24,17829,7/24/2024,124208,
Electricity,ECCH Lot #2 - Tenant Area,"V1A2, 3 Khatma Court",193469,8/24/2024,"110,817",Aug-24,10357,7/24/2024,100460,
Electricity,ECCH Lot #2 - Tenant Area,"V1A3, 2 Khatma Court",193468,8/24/2024,"111,390",Aug-24,13066,7/24/2024,98324,
Electricity,ECCH Lot #2 - Tenant Area,"V1A4, 10 Degeiga Court",193457,8/24/2024,"121,752",Aug-24,14195,7/24/2024,107557,
Electricity,ECCH Lot #2 - Tenant Area,"V1A5, 9 Degeiga Court",193447,8/24/2024,"139,410",Aug-24,14476,7/24/2024,124934,
Electricity,ECCH Lot #2 - Tenant Area,"V1A6, 6 Rugroug Court",193193,8/24/2024,"132,436",Aug-24,17460,7/24/2024,114976,
Electricity,ECCH Lot #2 - Tenant Area,"V1A7, 6 Shubrum Court",193351,8/24/2024,"103,804",Aug-24,10077,7/24/2024,93727,
Electricity,ECCH Lot #2 - Tenant Area,"V1A8, 5 Shubrum Court",193350,8/24/2024,"127,900",Aug-24,13579,7/24/2024,114321,
Electricity,ECCH Lot #2 - Tenant Area,"V1B1, 10 Khatma Court",193366,8/24/2024,"137,459",Aug-24,13721,7/24/2024,123738,
Electricity,ECCH Lot #2 - Tenant Area,"V1B10, 8 Shubrum Court",193353,8/24/2024,"114,823",Aug-24,12104,7/24/2024,102719,
Electricity,ECCH Lot #2 - Tenant Area,"V1B11, 7 Shubrum Court",193352,8/24/2024,"116,476",Aug-24,10861,7/24/2024,105615,
Electricity,ECCH Lot #2 - Tenant Area,"V1B12, 8 Rugroug Court",193192,8/24/2024,"115,185",Aug-24,10422,7/24/2024,104763,
Electricity,ECCH Lot #2 - Tenant Area,"V1B13, 7 Rugroug Court",193194,8/24/2024,"112,358",Aug-24,13089,7/24/2024,99269,
Electricity,ECCH Lot #2 - Tenant Area,"V1B14, 5 Rugroug Court",193182,8/24/2024,"108,124",Aug-24,12121,7/24/2024,96003,
Electricity,ECCH Lot #2 - Tenant Area,"V1B15, 4 Rugroug Court",193181,8/24/2024,"121,298",Aug-24,12909,7/24/2024,108389,
Electricity,ECCH Lot #2 - Tenant Area,"V1B16, 3 Rugroug Court",193180,8/24/2024,"110,550",Aug-24,11536,7/24/2024,99014,
Electricity,ECCH Lot #2 - Tenant Area,"V1B17, 2 Rugroug Court",193179,8/24/2024,"134,657",Aug-24,15012,7/24/2024,119645,
Electricity,ECCH Lot #2 - Tenant Area,"V1B18, 1 Rugroug Court",193371,8/24/2024,"130,210",Aug-24,15655,7/24/2024,114555,
Electricity,ECCH Lot #2 - Tenant Area,"V1B19, 12 Shubrum Court",193368,8/24/2024,"109,045",Aug-24,11494,7/24/2024,97551,
Electricity,ECCH Lot #2 - Tenant Area,"V1B2, 9 Khatma Court",193365,8/24/2024,"113,899",Aug-24,13554,7/24/2024,100345,
Electricity,ECCH Lot #2 - Tenant Area,"V1B20, 11 Shubrum Court",193367,8/24/2024,"109,363",Aug-24,9086,7/24/2024,100277,
Electricity,ECCH Lot #2 - Tenant Area,"V1B3, 8 Khatma Court",193364,8/24/2024,"107,581",Aug-24,10865,7/24/2024,96716,
Electricity,ECCH Lot #2 - Tenant Area,"V1B4, 7 Khatma Court",193461,8/24/2024,"105,600",Aug-24,11422,7/24/2024,94178,
Electricity,ECCH Lot #2 - Tenant Area,"V1B5, 16 Degeiga Court",193501,8/24/2024,"117,102",Aug-24,10075,7/24/2024,107027,
Electricity,ECCH Lot #2 - Tenant Area,"V1B6, 15 Degeiga Court",193462,8/24/2024,"104,105",Aug-24,11704,7/24/2024,92401,
Electricity,ECCH Lot #2 - Tenant Area,"V1B7, 14 Degeiga Court",193473,8/24/2024,"123,635",Aug-24,14540,7/24/2024,109095,
Electricity,ECCH Lot #2 - Tenant Area,"V1B8, 8 Degeiga Court",193446,8/24/2024,"121,969",Aug-24,13842,7/24/2024,108127,
Electricity,ECCH Lot #2 - Tenant Area,"V1B9, 7 Degeiga Court",193449,8/24/2024,"98,125",Aug-24,12864,7/24/2024,85261,
Electricity,ECCH Lot #2 - Tenant Area,"V2A1, 6 Khatma Court",193460,8/24/2024,"78,495",Aug-24,9222,7/24/2024,69273,
Electricity,ECCH Lot #2 - Tenant Area,"V2A2, 5 Khatma Court",193459,8/24/2024,"118,809",Aug-24,15527,7/24/2024,103282,
Electricity,ECCH Lot #2 - Tenant Area,"V2A3, 17 Degeiga Court",193502,8/24/2024,"133,882",Aug-24,15940,7/24/2024,117942,
Electricity,ECCH Lot #2 - Tenant Area,"V2A4, 13 Degeiga Court",193456,8/24/2024,"113,484",Aug-24,14021,7/24/2024,99463,
Electricity,ECCH Lot #2 - Tenant Area,"V2A5, 12 Degeiga Court",193455,8/24/2024,"115,351",Aug-24,12511,7/24/2024,102840,
Electricity,ECCH Lot #2 - Tenant Area,"V2A6, 11 Degeiga Court",193458,8/24/2024,"123,258",Aug-24,13289,7/24/2024,109969,
Electricity,ECCH Lot #2 - Tenant Area,"V2A7, 9 Rugroug Court",193178,8/24/2024,"126,847",Aug-24,13118,7/24/2024,113729,
Electricity,ECCH Lot #2 - Tenant Area,"V2B1, 11 Khatma Court",193363,8/24/2024,"108,252",Aug-24,12125,7/24/2024,96127,
Electricity,ECCH Lot #2 - Tenant Area,"V2B2, 12 Khatma Court",193964,8/24/2024,"124,150",Aug-24,14967,7/24/2024,109183,
Electricity,ECCH Lot #2 - Tenant Area,"V2B3, 1 Khatma Court",193467,8/24/2024,"140,585",Aug-24,17594,7/24/2024,122991,
Electricity,ECCH Lot #2 - Tenant Area,"V2B4, 6 Degeiga Court",193448,8/24/2024,"118,154",Aug-24,12816,7/24/2024,105338,
Electricity,ECCH Lot #2 - Tenant Area,"V2B5, 10 Shubrum Court",193369,8/24/2024,"89,145",Aug-24,10155,7/24/2024,78990,
Electricity,ECCH Lot #2 - Tenant Area,"V2B6, 9 Shubrum Court",193370,8/24/2024,"128,694",Aug-24,14591,7/24/2024,114103,
Electricity,ECCH Lot #2 - Utility Area,Lot # 2 2A1 Service Meter,193292,8/24/2024,"26,857",Aug-24,6609,7/24/2024,20248,
Electricity,ECCH Lot #2 - Utility Area,"V2B7, Lot # 2 2A2 Service Meter",193286,8/24/2024,"8,768",Aug-24,2375,7/24/2024,6393,
Electricity,ECCH Lot #2 - Utility Area,"V2B8, Lot # 2  2A3 Service Meter",193272,8/24/2024,"18,161",Aug-24,1756,7/24/2024,16405,
Electricity,ECCH Lot #2 - Utility Area,"V2B9, Lot # 2  2A4 Service Meter",193347,8/24/2024,"8,674",Aug-24,2482,7/24/2024,6192,
Electricity,ECCH Lot #2 - Utility Area,"V2B10, Lot # 2  2A5  Service Meter",193337,8/24/2024,"12,919",Aug-24,2846,7/24/2024,10073,
Electricity,ECCH Lot #2 - Utility Area,"V2B11, Lot # 2  2A6  Service Meter",193324,8/24/2024,"9,731",Aug-24,2791,7/24/2024,6940,
Electricity,ECCH Lot #2 - Utility Area,"V2B12, Lot # 2  2A7  Service Meter",193604,8/24/2024,"14,011",Aug-24,3415,7/24/2024,10596,
Electricity,ECCH Lot #2 - Utility Area,"V2B13, Lot # 2  2A8 Service Meter",193586,8/24/2024,"18,509",Aug-24,3544,7/24/2024,14965,
Electricity,ECCH Lot #2 - Utility Area,"V2B14, Lot # 2  2A9 Service Meter",193579,8/24/2024,"13,955",Aug-24,4486,7/24/2024,9469,
Electricity,ECCH Lot #2 - Utility Area,"V2B15, Lot # 2  2A10  Service Meter",193495,8/24/2024,"11,402",Aug-24,1787,7/24/2024,9615,
Electricity,ECCH Lot #2 - Utility Area,"V2B16, Lot # 2  2A11 Service Meter",193544,8/24/2024,"6,316",Aug-24,1974,7/24/2024,4342,
Electricity,ECCH Lot #2 - Utility Area,"V2B17, Lot # 2  2A12 Service Meter",193537,8/24/2024,"10,360",Aug-24,3659,7/24/2024,6701,
Electricity,ECCH Lot #2 - Utility Area,"V2B18, Lot # 2  2A13 Service Meter",193528,8/24/2024,"14,338",Aug-24,2192,7/24/2024,12146,
Electricity,ECCH Lot #2 - Utility Area,"V2B19, Lot # 2  2A14 Service Meter",193523,8/24/2024,"10,321",Aug-24,1549,7/24/2024,8772,
Electricity,ECCH Lot #2 - Utility Area,"V2B20, Lot # 2  2A15 Service Meter",193362,8/24/2024,"11,315",Aug-24,3190,7/24/2024,8125,
Electricity,ECCH Lot #2 - Utility Area,"V2B21, Lot # 2  3A1  Service Meter",193277,8/24/2024,"9,640",Aug-24,1082,7/24/2024,8558,
Electricity,ECCH Lot #2 - Utility Area,"V2B22, Lot # 2  3A2 Service Meter",193329,8/24/2024,"8,385",Aug-24,2278,7/24/2024,6107,
Electricity,ECCH Lot #2 - Utility Area,"V2B23, Lot # 2  3A3 Service Meter",193242,8/24/2024,"3,683",Aug-24,575,7/24/2024,3108,
Electricity,ECCH Lot #2 - Utility Area,"V2B24, Lot # 2  3A4  Service Meter",193247,8/24/2024,"8,885",Aug-24,2282,7/24/2024,6603,
Electricity,ECCH Lot #2 - Utility Area,"V2B25, Lot # 2  3A5 Service Meter",193237,8/24/2024,"15,897",Aug-24,3871,7/24/2024,12026,
Electricity,ECCH Lot #2 - Utility Area,"V2B26, Lot # 2  3A6 Service Meter",193232,8/24/2024,"9,690",Aug-24,2544,7/24/2024,7146,
Electricity,ECCH Lot #2 - Utility Area,"V2B27, Lot # 2  3A7 Service Meter",193227,8/24/2024,"5,897",Aug-24,2028,7/24/2024,3869,
Electricity,ECCH Lot #2 - Utility Area,"V2B28, Lot # 2  3A8 Service Meter",193262,8/24/2024,"7,111",Aug-24,1471,7/24/2024,5640,
Electricity,ECCH Lot #2 - Utility Area,"V2B29, Lot # 2  3A9  Service Meter",193257,8/24/2024,"4,540",Aug-24,247,7/24/2024,4293,
Electricity,ECCH Lot #2 - Utility Area,"V2B30, Lot # 2  3A10 Service Meter",193584,8/24/2024,"7,797",Aug-24,2276,7/24/2024,5521,
Electricity,ECCH Lot #2 - Utility Area,"V2B31, Lot # 2  1AA1  Service Meter",193191,8/24/2024,"6,569",Aug-24,1076,7/24/2024,5493,
Electricity,ECCH Lot #2 - Utility Area,"V2B32, Lot # 2  1AA2 Service Meter",193195,8/24/2024,"20,357",Aug-24,4644,7/24/2024,15713,
Electricity,ECCH Lot #2 - Utility Area,"V2B33, Lot # 2  1AA3Service Meter",193221,8/24/2024,"17,030",Aug-24,2795,7/24/2024,14235,
Electricity,ECCH Lot #2 - Utility Area,"V2B34, Lot # 2  1AA4 Service Meter",193212,8/24/2024,"8,474",Aug-24,1814,7/24/2024,6660,
Electricity,ECCH Lot #2 - Utility Area,"V2B35, Lot # 2  1AA5 Service Meter",193416,8/24/2024,"17,521",Aug-24,3525,7/24/2024,13996,
Electricity,ECCH Lot #2 - Utility Area,"V2B36, Lot # 2  1AA6 Service Meter",193425,8/24/2024,"15,289",Aug-24,3352,7/24/2024,11937,
Electricity,ECCH Lot #2 - Utility Area,"V2B37, Lot # 2  1AA7 Service Meter",193398,8/24/2024,11759,Aug-24,2279,7/24/2024,9480,
Electricity,ECCH Lot #2 - Utility Area,"V2B38, Lot # 2  1AA8 Service Meter",193407,8/24/2024,"10,267",Aug-24,2414,7/24/2024,7853,
Electricity,ECCH Lot #2 - Utility Area,"V2B39, Lot # 2  1AB1 Service Meter",193434,8/24/2024,"14,070",Aug-24,2790,7/24/2024,11280,
Electricity,ECCH Lot #2 - Utility Area,"V2B40, Lot # 2 Feeder Pillar # 1 Street lights ",193168,8/24/2024,"45,526",Aug-24,2756,7/24/2024,42770,
Electricity,ECCH Lot #2 - Utility Area,"V2B41, Lot # 2Feeder Pillar # 2 Street lights ",193306,8/24/2024,"31,734",Aug-24,2087,7/24/2024,29647,
Electricity,ECCH Lot #2 - Utility Area,"V2B42, Lot # 2Feeder Pillar # 3 Street lights ",193510,8/24/2024,"57,770",Aug-24,2950,7/24/2024,54820,
Electricity,ECCH Lot #2 - Utility Area,"V2B43, Lot # 2Feeder Pillar # 4 Street lights ",193566,8/24/2024,"29,380",Aug-24,2185,7/24/2024,27195,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 1",193167,8/24/2024,"19,025",Aug-24,2090,7/24/2024,16935,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 2",193222,8/24/2024,"13,004",Aug-24,1371,7/24/2024,11633,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 3",193305,8/24/2024,"22,226",Aug-24,1713,7/24/2024,20513,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 3",193263,8/24/2024,"6,241",Aug-24,477,7/24/2024,5764,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 4",193348,8/24/2024,"32,888",Aug-24,4146,7/24/2024,28742,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 5",193386,8/24/2024,"26,412",Aug-24,3643,7/24/2024,22769,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 6",193445,8/24/2024,"25,561",Aug-24,3356,7/24/2024,22205,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 7",193476,8/24/2024,"55,694",Aug-24,5277,7/24/2024,50417,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 8",193509,8/24/2024,"20,989",Aug-24,2282,7/24/2024,18707,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Sub. Station # 9",193565,8/24/2024,"21,845",Aug-24,2761,7/24/2024,19084,
Electricity,ECCH Lot #2 - Utility Area,"ECCH, LOT # 2 Control Room",193349,8/24/2024,"138,096",Aug-24,14321,7/24/2024,123775,
Electricity,ECCH Lot #3,"ECCH, LOT # 3 Sub. Station",1038509,8/24/2024,"2,922,442",Aug-24,305888,7/24/2024,2616554,
Electricity,ECCH Lot #4,"ECCH, LOT # 4 Sub. Station",1038508,8/24/2024,"3,483,532",Aug-24,415292,7/24/2024,3068240,
Electricity,ECCH Lot #1 - Tenant Area,"2A1/1, 23b Assal Circle",194950,9/24/2024,27966,Sep-24,4495,24/08/2024,23471,
